Podio por especialidad en cada torneo:
Criterio de desempate: ante igual marca, se ordena alfabéticamente por deportista.
Especialidad,Torneo,Deportista,Marca
lanzamiento de bala,Torneo de Palau,Filip MIHALJEVIĆ,2510
lanzamiento de bala,Torneo de Palau,Jacko GILL,2503
lanzamiento de bala,Torneo de Palau,Aliona DUBITSKAYA,2497
lanzamiento de bala,Torneo de Panama,Tomas WALSH,2521
lanzamiento de bala,Torneo de Panama,Tim NEDOW,2512
lanzamiento de bala,Torneo de Panama,Anita MÁRTON,2498
lanzamiento de bala,Torneo de Papua New Guinea,Armin SINANČEVIĆ,2520
lanzamiento de bala,Torneo de Papua New Guinea,Tim NEDOW,2518
lanzamiento de bala,Torneo de Papua New Guinea,Michał HARATYK,2510
lanzamiento de bala,Torneo de Paraguay,Joe KOVACS,2498
lanzamiento de bala,Torneo de Paraguay,Tomas WALSH,2498
lanzamiento de bala,Torneo de Paraguay,Michelle CARTER,2494
lanzamiento de bala,Torneo de Peru,Jonathan JONES,2519
lanzamiento de bala,Torneo de Peru,Danniel THOMAS-DODD,2513
lanzamiento de bala,Torneo de Peru,Tomáš STANĚK,2505
lanzamiento de bala,Torneo de Philippines,Sophie MCKINNA,2520
lanzamiento de bala,Torneo de Philippines,Maggie EWEN,2518
lanzamiento de bala,Torneo de Philippines,Rachel FATHERLY,2511
lanzamiento de bala,Torneo de Poland,Eldred HENRY,2484
lanzamiento de bala,Torneo de Poland,Mesud PEZER,2484
lanzamiento de bala,Torneo de Poland,Ryan CROUSER,2481
lanzamiento de bala,Torneo de Portugal,Konrad BUKOWIECKI,2512
lanzamiento de bala,Torneo de Portugal,Armin SINANČEVIĆ,2506
lanzamiento de bala,Torneo de Portugal,Jordan GEIST,2498
lanzamiento de bala,Torneo de Puerto Rico,Jordan GEIST,2517
lanzamiento de bala,Torneo de Puerto Rico,Chase EALEY,2511
lanzamiento de bala,Torneo de Puerto Rico,Paulina GUBA,2511
lanzamiento de bala,Torneo de Qatar,Paulina GUBA,2503
lanzamiento de bala,Torneo de Qatar,Darrell HILL,2491
lanzamiento de bala,Torneo de Qatar,Jacko GILL,2481
lanzamiento de bala,Torneo de Romania,Ryan CROUSER,2519
lanzamiento de bala,Torneo de Romania,Anna AVDEYEVA,2515
lanzamiento de bala,Torneo de Romania,Christina SCHWANITZ,2514
lanzamiento de bala,Torneo de Russia,Danniel THOMAS-DODD,2520
lanzamiento de bala,Torneo de Russia,Dimitriana SURDU,2510
lanzamiento de bala,Torneo de Russia,Brittany CREW,2505
lanzamiento de bala,Torneo de Rwanda,Maggie EWEN,2503
lanzamiento de bala,Torneo de Rwanda,Filip MIHALJEVIĆ,2493
lanzamiento de bala,Torneo de Rwanda,Konrad BUKOWIECKI,2492
lanzamiento de bala,Torneo de Saint Kitts and Nevis,Daniella HILL,2517
lanzamiento de bala,Torneo de Saint Kitts and Nevis,Danniel THOMAS-DODD,2513
lanzamiento de bala,Torneo de Saint Kitts and Nevis,Orazio CREMONA,2505
lanzamiento de bala,Torneo de Saint Lucia,Fanny ROOS,2511
lanzamiento de bala,Torneo de Saint Lucia,Eldred HENRY,2497
lanzamiento de bala,Torneo de Saint Lucia,Anna AVDEYEVA,2494
lanzamiento de bala,Torneo de Saint Vincent and the Grenadines,Darlan ROMANI,2519
lanzamiento de bala,Torneo de Saint Vincent and the Grenadines,Orazio CREMONA,2503
lanzamiento de bala,Torneo de Saint Vincent and the Grenadines,Tomas WALSH,2502
lanzamiento de bala,Torneo de Samoa,Filip MIHALJEVIĆ,2520
lanzamiento de bala,Torneo de Samoa,Christina SCHWANITZ,2519
lanzamiento de bala,Torneo de Samoa,Darrell HILL,2519
lanzamiento de bala,Torneo de San Marino,Chase EALEY,2517
lanzamiento de bala,Torneo de San Marino,Michał HARATYK,2513
lanzamiento de bala,Torneo de San Marino,Joe KOVACS,2500
lanzamiento de bala,Torneo de Sao Tome and Principe,Christina SCHWANITZ,2515
lanzamiento de bala,Torneo de Sao Tome and Principe,Jessica RAMSEY,2508
lanzamiento de bala,Torneo de Sao Tome and Principe,Bob BERTEMES,2505
lanzamiento de bala,Torneo de Saudi Arabia,Anna AVDEYEVA,2509
lanzamiento de bala,Torneo de Saudi Arabia,Ryan CROUSER,2508
lanzamiento de bala,Torneo de Saudi Arabia,Christina SCHWANITZ,2493
lanzamiento de bala,Torneo de Scotland,Alyona GORDEYEVA,2521
lanzamiento de bala,Torneo de Scotland,Anna AVDEYEVA,2510
lanzamiento de bala,Torneo de Scotland,Maggie EWEN,2510
lanzamiento de bala,Torneo de Senegal,Jacko GILL,2503
lanzamiento de bala,Torneo de Senegal,Michał HARATYK,2490
lanzamiento de bala,Torneo de Senegal,Dimitriana SURDU,2486
lanzamiento de bala,Torneo de Serbia,Christina SCHWANITZ,2516
lanzamiento de bala,Torneo de Serbia,Tim NEDOW,2504
lanzamiento de bala,Torneo de Serbia,Brittany CREW,2500
lanzamiento de bala,Torneo de Seychelles,Mesud PEZER,2519
lanzamiento de bala,Torneo de Seychelles,Konrad BUKOWIECKI,2506
lanzamiento de bala,Torneo de Seychelles,Dimitriana SURDU,2505
lanzamiento de bala,Torneo de Sierra Leone,Armin SINANČEVIĆ,2520
lanzamiento de bala,Torneo de Sierra Leone,Portious WARREN,2507
lanzamiento de bala,Torneo de Sierra Leone,Bob BERTEMES,2503
lanzamiento de bala,Torneo de Singapore,Daniella HILL,2500
lanzamiento de bala,Torneo de Singapore,Chukwuebuka ENEKWECHI,2490
lanzamiento de bala,Torneo de Singapore,Mesud PEZER,2486
lanzamiento de bala,Torneo de Slovakia,Jonathan JONES,2521
lanzamiento de bala,Torneo de Slovakia,Lijiao GONG,2513
lanzamiento de bala,Torneo de Slovakia,Dimitriana SURDU,2500
lanzamiento de bala,Torneo de Slovenia,Brittany CREW,2514
lanzamiento de bala,Torneo de Slovenia,Michelle CARTER,2514
lanzamiento de bala,Torneo de Slovenia,Jessica RAMSEY,2509
lanzamiento de bala,Torneo de Solomon Islands,Jeneva STEVENS,2518
lanzamiento de bala,Torneo de Solomon Islands,Tomas WALSH,2518
lanzamiento de bala,Torneo de Solomon Islands,Darlan ROMANI,2516
lanzamiento de bala,Torneo de Somalia,Jonathan JONES,2519
lanzamiento de bala,Torneo de Somalia,Anita MÁRTON,2509
lanzamiento de bala,Torneo de Somalia,Konrad BUKOWIECKI,2507
lanzamiento de bala,Torneo de South Africa,Tim NEDOW,2518
lanzamiento de bala,Torneo de South Africa,Mesud PEZER,2514
lanzamiento de bala,Torneo de South Africa,Jonathan JONES,2513
lanzamiento de bala,Torneo de South Korea,Tim NEDOW,2513
lanzamiento de bala,Torneo de South Korea,Konrad BUKOWIECKI,2506
lanzamiento de bala,Torneo de South Korea,Michelle CARTER,2505
lanzamiento de bala,Torneo de South Sudan,Eldred HENRY,2519
lanzamiento de bala,Torneo de South Sudan,Aliona DUBITSKAYA,2513
lanzamiento de bala,Torneo de South Sudan,Paulina GUBA,2506
lanzamiento de bala,Torneo de Spain,Filip MIHALJEVIĆ,2517
lanzamiento de bala,Torneo de Spain,Brittany CREW,2511
lanzamiento de bala,Torneo de Spain,Michelle CARTER,2488
lanzamiento de bala,Torneo de Sri Lanka,Darlan ROMANI,2521
lanzamiento de bala,Torneo de Sri Lanka,Fanny ROOS,2517
lanzamiento de bala,Torneo de Sri Lanka,Paulina GUBA,2502
lanzamiento de bala,Torneo de Sudan,Jeneva STEVENS,2517
lanzamiento de bala,Torneo de Sudan,Jordan GEIST,2517
lanzamiento de bala,Torneo de Sudan,Armin SINANČEVIĆ,2511
lanzamiento de bala,Torneo de Suriname,Fanny ROOS,2521
lanzamiento de bala,Torneo de Suriname,Filip MIHALJEVIĆ,2505
lanzamiento de bala,Torneo de Suriname,Jacko GILL,2495
lanzamiento de bala,Torneo de Sweden,Danniel THOMAS-DODD,2521
lanzamiento de bala,Torneo de Sweden,Mesud PEZER,2521
lanzamiento de bala,Torneo de Sweden,Jeneva STEVENS,2515
lanzamiento de bala,Torneo de Switzerland,Darlan ROMANI,2510
lanzamiento de bala,Torneo de Switzerland,Jessica RAMSEY,2510
lanzamiento de bala,Torneo de Switzerland,Maggie EWEN,2509
lanzamiento de bala,Torneo de Syria,Darlan ROMANI,2519
lanzamiento de bala,Torneo de Syria,Tomas WALSH,2511
lanzamiento de bala,Torneo de Syria,Orazio CREMONA,2510
lanzamiento de bala,Torneo de Taiwan,Dimitriana SURDU,2515
lanzamiento de bala,Torneo de Taiwan,Alyona GORDEYEVA,2513
lanzamiento de bala,Torneo de Taiwan,Joe KOVACS,2512
lanzamiento de bala,Torneo de Tajikistan,Alyona GORDEYEVA,2519
lanzamiento de bala,Torneo de Tajikistan,Konrad BUKOWIECKI,2518
lanzamiento de bala,Torneo de Tajikistan,Dimitriana SURDU,2515
lanzamiento de bala,Torneo de Tanzania,Danniel THOMAS-DODD,2502
lanzamiento de bala,Torneo de Tanzania,Alyona GORDEYEVA,2501
lanzamiento de bala,Torneo de Tanzania,Michelle CARTER,2497
lanzamiento de bala,Torneo de Thailand,Anita MÁRTON,2518
lanzamiento de bala,Torneo de Thailand,Jordan GEIST,2508
lanzamiento de bala,Torneo de Thailand,Tomáš STANĚK,2490
lanzamiento de bala,Torneo de Timor-Leste,Michelle CARTER,2514
lanzamiento de bala,Torneo de Timor-Leste,Tomas WALSH,2511
lanzamiento de bala,Torneo de Timor-Leste,Darlan ROMANI,2496
lanzamiento de bala,Torneo de Togo,Portious WARREN,2520
lanzamiento de bala,Torneo de Togo,Lijiao GONG,2514
lanzamiento de bala,Torneo de Togo,Ryan CROUSER,2493
lanzamiento de bala,Torneo de Tonga,Filip MIHALJEVIĆ,2520
lanzamiento de bala,Torneo de Tonga,Alyona GORDEYEVA,2516
lanzamiento de bala,Torneo de Tonga,Darrell HILL,2516
lanzamiento de bala,Torneo de Trinidad and Tobago,Rachel FATHERLY,2515
lanzamiento de bala,Torneo de Trinidad and Tobago,Anita MÁRTON,2512
lanzamiento de bala,Torneo de Trinidad and Tobago,Chukwuebuka ENEKWECHI,2511
lanzamiento de bala,Torneo de Tunisia,Darrell HILL,2512
lanzamiento de bala,Torneo de Tunisia,Daniella HILL,2507
lanzamiento de bala,Torneo de Tunisia,Konrad BUKOWIECKI,2507
lanzamiento de bala,Torneo de Turkey,Mesud PEZER,2521
lanzamiento de bala,Torneo de Turkey,Payton OTTERDAHL,2520
lanzamiento de bala,Torneo de Turkey,Bob BERTEMES,2511
lanzamiento de bala,Torneo de Turkmenistan,Sophie MCKINNA,2511
lanzamiento de bala,Torneo de Turkmenistan,Armin SINANČEVIĆ,2510
lanzamiento de bala,Torneo de Turkmenistan,Chukwuebuka ENEKWECHI,2509
lanzamiento de bala,Torneo de Tuvalu,Chukwuebuka ENEKWECHI,2518
lanzamiento de bala,Torneo de Tuvalu,Chase EALEY,2516
lanzamiento de bala,Torneo de Tuvalu,Anita MÁRTON,2506
lanzamiento de bala,Torneo de Uganda,Konrad BUKOWIECKI,2521
lanzamiento de bala,Torneo de Uganda,Bob BERTEMES,2512
lanzamiento de bala,Torneo de Uganda,Jacko GILL,2512
lanzamiento de bala,Torneo de Ukraine,Dimitriana SURDU,2521
lanzamiento de bala,Torneo de Ukraine,Mesud PEZER,2521
lanzamiento de bala,Torneo de Ukraine,Joe KOVACS,2519
lanzamiento de bala,Torneo de United Arab Emirates,Bob BERTEMES,2521
lanzamiento de bala,Torneo de United Arab Emirates,Chukwuebuka ENEKWECHI,2516
lanzamiento de bala,Torneo de United Arab Emirates,Aliona DUBITSKAYA,2510
lanzamiento de bala,Torneo de United Kingdom,Konrad BUKOWIECKI,2519
lanzamiento de bala,Torneo de United Kingdom,Anna AVDEYEVA,2514
lanzamiento de bala,Torneo de United Kingdom,Armin SINANČEVIĆ,2508
lanzamiento de bala,Torneo de United States,Tim NEDOW,2521
lanzamiento de bala,Torneo de United States,Christina SCHWANITZ,2520
lanzamiento de bala,Torneo de United States,Orazio CREMONA,2519
lanzamiento de bala,Torneo de Uruguay,Konrad BUKOWIECKI,2521
lanzamiento de bala,Torneo de Uruguay,Chukwuebuka ENEKWECHI,2517
lanzamiento de bala,Torneo de Uruguay,Lijiao GONG,2515
lanzamiento de bala,Torneo de Uzbekistan,Konrad BUKOWIECKI,2515
lanzamiento de bala,Torneo de Uzbekistan,Filip MIHALJEVIĆ,2514
lanzamiento de bala,Torneo de Uzbekistan,Anita MÁRTON,2510
lanzamiento de bala,Torneo de Vanuatu,Mesud PEZER,2520
lanzamiento de bala,Torneo de Vanuatu,Michelle CARTER,2514
lanzamiento de bala,Torneo de Vanuatu,Brittany CREW,2512
lanzamiento de bala,Torneo de Vatican City,Eldred HENRY,2519
lanzamiento de bala,Torneo de Vatican City,Joe KOVACS,2502
lanzamiento de bala,Torneo de Vatican City,Anna AVDEYEVA,2497
lanzamiento de bala,Torneo de Venezuela,Paulina GUBA,2512
lanzamiento de bala,Torneo de Venezuela,Rachel FATHERLY,2504
lanzamiento de bala,Torneo de Venezuela,Lijiao GONG,2488
lanzamiento de bala,Torneo de Vietnam,Alyona GORDEYEVA,2520
lanzamiento de bala,Torneo de Vietnam,Brittany CREW,2520
lanzamiento de bala,Torneo de Vietnam,Darrell HILL,2514
lanzamiento de bala,Torneo de Virgin Islands (British),Tomáš STANĚK,2519
lanzamiento de bala,Torneo de Virgin Islands (British),Jeneva STEVENS,2511
lanzamiento de bala,Torneo de Virgin Islands (British),Lijiao GONG,2503
lanzamiento de bala,Torneo de Wales,Dimitriana SURDU,2521
lanzamiento de bala,Torneo de Wales,Joe KOVACS,2518
lanzamiento de bala,Torneo de Wales,Michelle CARTER,2517
lanzamiento de bala,Torneo de Yemen,Fanny ROOS,2513
lanzamiento de bala,Torneo de Yemen,Portious WARREN,2500
lanzamiento de bala,Torneo de Yemen,Orazio CREMONA,2494
lanzamiento de bala,Torneo de Zambia,Mesud PEZER,2521
lanzamiento de bala,Torneo de Zambia,Danniel THOMAS-DODD,2520
lanzamiento de bala,Torneo de Zambia,Armin SINANČEVIĆ,2518
lanzamiento de bala,Torneo de Zimbabwe,Jonathan JONES,2521
lanzamiento de bala,Torneo de Zimbabwe,Eldred HENRY,2519
lanzamiento de bala,Torneo de Zimbabwe,Daniella HILL,2518
lanzamiento de disco,Torneo de Afghanistan,Claudine VITA,7867
lanzamiento de disco,Torneo de Afghanistan,Whitney ASHLEY,7863
lanzamiento de disco,Torneo de Afghanistan,Alex ROSE,7862
lanzamiento de disco,Torneo de Albania,Nadine MÜLLER,7903
lanzamiento de disco,Torneo de Albania,Xinyue SU,7803
lanzamiento de disco,Torneo de Albania,Fedrick DACRES,7795
lanzamiento de disco,Torneo de Algeria,Xinyue SU,7902
lanzamiento de disco,Torneo de Algeria,Alin Alexandru FIRFIRICA,7895
lanzamiento de disco,Torneo de Algeria,Alex ROSE,7880
lanzamiento de disco,Torneo de Andorra,Fernanda MARTINS,7892
lanzamiento de disco,Torneo de Andorra,Andressa DE MORAIS,7856
lanzamiento de disco,Torneo de Andorra,Alex ROSE,7831
lanzamiento de disco,Torneo de Angola,Fernanda MARTINS,7899
lanzamiento de disco,Torneo de Angola,Traves SMIKLE,7888
lanzamiento de disco,Torneo de Angola,Fedrick DACRES,7884
lanzamiento de disco,Torneo de Antigua and Barbuda,Alin Alexandru FIRFIRICA,7897
lanzamiento de disco,Torneo de Antigua and Barbuda,Simon PETTERSSON,7893
lanzamiento de disco,Torneo de Antigua and Barbuda,Whitney ASHLEY,7883
lanzamiento de disco,Torneo de Argentina,Kristin PUDENZ,7905
lanzamiento de disco,Torneo de Argentina,Reggie JAGERS III,7905
lanzamiento de disco,Torneo de Argentina,Robert URBANEK,7898
lanzamiento de disco,Torneo de Armenia,Alin Alexandru FIRFIRICA,7900
lanzamiento de disco,Torneo de Armenia,Daniel STÅHL,7893
lanzamiento de disco,Torneo de Armenia,Laulauga TAUSAGA,7886
lanzamiento de disco,Torneo de Australia,Daniel STÅHL,7899
lanzamiento de disco,Torneo de Australia,Fedrick DACRES,7892
lanzamiento de disco,Torneo de Australia,Mélina ROBERT-MICHON,7886
lanzamiento de disco,Torneo de Austria,Sandra PERKOVIĆ,7889
lanzamiento de disco,Torneo de Austria,Piotr MAŁACHOWSKI,7881
lanzamiento de disco,Torneo de Austria,Mason FINLEY,7876
lanzamiento de disco,Torneo de Azerbaijan,David WROBEL,7864
lanzamiento de disco,Torneo de Azerbaijan,Dani STEVENS,7845
lanzamiento de disco,Torneo de Azerbaijan,Kelsey CARD,7838
lanzamiento de disco,Torneo de Bahamas,Ola STUNES ISENE,7892
lanzamiento de disco,Torneo de Bahamas,Kelsey CARD,7871
lanzamiento de disco,Torneo de Bahamas,Shadae LAWRENCE,7867
lanzamiento de disco,Torneo de Bahrain,Robert URBANEK,7852
lanzamiento de disco,Torneo de Bahrain,Kelsey CARD,7844
lanzamiento de disco,Torneo de Bahrain,Bin FENG,7832
lanzamiento de disco,Torneo de Bangladesh,Daniel STÅHL,7891
lanzamiento de disco,Torneo de Bangladesh,Mason FINLEY,7887
lanzamiento de disco,Torneo de Bangladesh,Whitney ASHLEY,7886
lanzamiento de disco,Torneo de Barbados,Kristin PUDENZ,7894
lanzamiento de disco,Torneo de Barbados,Nadine MÜLLER,7860
lanzamiento de disco,Torneo de Barbados,Bin FENG,7843
lanzamiento de disco,Torneo de Belarus,Fedrick DACRES,7903
lanzamiento de disco,Torneo de Belarus,Valarie ALLMAN,7898
lanzamiento de disco,Torneo de Belarus,Andressa DE MORAIS,7895
lanzamiento de disco,Torneo de Belgium,Ola STUNES ISENE,7882
lanzamiento de disco,Torneo de Belgium,Sam MATTIS,7852
lanzamiento de disco,Torneo de Belgium,Whitney ASHLEY,7845
lanzamiento de disco,Torneo de Belize,Valarie ALLMAN,7894
lanzamiento de disco,Torneo de Belize,Christoph HARTING,7893
lanzamiento de disco,Torneo de Belize,Ehsan HADADI,7888
lanzamiento de disco,Torneo de Benin,Daniel STÅHL,7905
lanzamiento de disco,Torneo de Benin,Xinyue SU,7902
lanzamiento de disco,Torneo de Benin,Sam MATTIS,7841
lanzamiento de disco,Torneo de Bhutan,Bin FENG,7903
lanzamiento de disco,Torneo de Bhutan,Ehsan HADADI,7890
lanzamiento de disco,Torneo de Bhutan,Alin Alexandru FIRFIRICA,7885
lanzamiento de disco,Torneo de Bolivia,Yang CHEN,7871
lanzamiento de disco,Torneo de Bolivia,Traves SMIKLE,7863
lanzamiento de disco,Torneo de Bolivia,Laulauga TAUSAGA,7844
lanzamiento de disco,Torneo de Bosnia and Herzegovina,Kelsey CARD,7898
lanzamiento de disco,Torneo de Bosnia and Herzegovina,Fedrick DACRES,7882
lanzamiento de disco,Torneo de Bosnia and Herzegovina,Fernanda MARTINS,7877
lanzamiento de disco,Torneo de Botswana,Yaimé PÉREZ,7897
lanzamiento de disco,Torneo de Botswana,Lukas WEISSHAIDINGER,7871
lanzamiento de disco,Torneo de Botswana,Ehsan HADADI,7863
lanzamiento de disco,Torneo de Brazil,Piotr MAŁACHOWSKI,7877
lanzamiento de disco,Torneo de Brazil,Fedrick DACRES,7861
lanzamiento de disco,Torneo de Brazil,Mason FINLEY,7859
lanzamiento de disco,Torneo de Brunei,Kelsey CARD,7891
lanzamiento de disco,Torneo de Brunei,Lukas WEISSHAIDINGER,7883
lanzamiento de disco,Torneo de Brunei,Claudine VITA,7810
lanzamiento de disco,Torneo de Bulgaria,Lukas WEISSHAIDINGER,7849
lanzamiento de disco,Torneo de Bulgaria,Ehsan HADADI,7844
lanzamiento de disco,Torneo de Bulgaria,Yaimé PÉREZ,7794
lanzamiento de disco,Torneo de Burkina Faso,Martin WIERIG,7875
lanzamiento de disco,Torneo de Burkina Faso,Daniel STÅHL,7867
lanzamiento de disco,Torneo de Burkina Faso,Nadine MÜLLER,7866
lanzamiento de disco,Torneo de Burundi,Valarie ALLMAN,7903
lanzamiento de disco,Torneo de Burundi,Alin Alexandru FIRFIRICA,7887
lanzamiento de disco,Torneo de Burundi,Simon PETTERSSON,7878
lanzamiento de disco,Torneo de Cabo Verde,Lois Maikel MARTÍNEZ,7864
lanzamiento de disco,Torneo de Cabo Verde,Ehsan HADADI,7852
lanzamiento de disco,Torneo de Cabo Verde,Lukas WEISSHAIDINGER,7843
lanzamiento de disco,Torneo de Cambodia,Daniel STÅHL,7847
lanzamiento de disco,Torneo de Cambodia,Bin FENG,7846
lanzamiento de disco,Torneo de Cambodia,Valarie ALLMAN,7834
lanzamiento de disco,Torneo de Cameroon,Sandra PERKOVIĆ,7878
lanzamiento de disco,Torneo de Cameroon,Christoph HARTING,7856
lanzamiento de disco,Torneo de Cameroon,Lukas WEISSHAIDINGER,7855
lanzamiento de disco,Torneo de Canada,Shadae LAWRENCE,7896
lanzamiento de disco,Torneo de Canada,Sandra PERKOVIĆ,7895
lanzamiento de disco,Torneo de Canada,Yaimé PÉREZ,7892
lanzamiento de disco,Torneo de Central African Republic,Xinyue SU,7888
lanzamiento de disco,Torneo de Central African Republic,Yelena PANOVA,7886
lanzamiento de disco,Torneo de Central African Republic,Reggie JAGERS III,7818
lanzamiento de disco,Torneo de Chad,Alin Alexandru FIRFIRICA,7905
lanzamiento de disco,Torneo de Chad,Nadine MÜLLER,7890
lanzamiento de disco,Torneo de Chad,Andrius GUDŽIUS,7883
lanzamiento de disco,Torneo de Chile,Lois Maikel MARTÍNEZ,7864
lanzamiento de disco,Torneo de Chile,Marike STEINACKER,7819
lanzamiento de disco,Torneo de Chile,Ola STUNES ISENE,7778
lanzamiento de disco,Torneo de China,Martin WIERIG,7882
lanzamiento de disco,Torneo de China,Kelsey CARD,7873
lanzamiento de disco,Torneo de China,Christoph HARTING,7821
lanzamiento de disco,Torneo de Colombia,Whitney ASHLEY,7896
lanzamiento de disco,Torneo de Colombia,Christoph HARTING,7852
lanzamiento de disco,Torneo de Colombia,Claudine VITA,7824
lanzamiento de disco,Torneo de Comoros,Martin WIERIG,7895
lanzamiento de disco,Torneo de Comoros,Daniel STÅHL,7870
lanzamiento de disco,Torneo de Comoros,Nadine MÜLLER,7823
lanzamiento de disco,Torneo de Congo Democratic Republic of the,Denia CABALLERO,7893
lanzamiento de disco,Torneo de Congo Democratic Republic of the,Yang CHEN,7840
lanzamiento de disco,Torneo de Congo Democratic Republic of the,Ola STUNES ISENE,7835
lanzamiento de disco,Torneo de Congo Republic of the,Sam MATTIS,7904
lanzamiento de disco,Torneo de Congo Republic of the,Valarie ALLMAN,7897
lanzamiento de disco,Torneo de Congo Republic of the,Kristin PUDENZ,7846
lanzamiento de disco,Torneo de Costa Rica,Mason FINLEY,7867
lanzamiento de disco,Torneo de Costa Rica,Marike STEINACKER,7865
lanzamiento de disco,Torneo de Costa Rica,Bin FENG,7848
lanzamiento de disco,Torneo de Croatia,Laulauga TAUSAGA,7903
lanzamiento de disco,Torneo de Croatia,Denia CABALLERO,7876
lanzamiento de disco,Torneo de Croatia,Bin FENG,7859
lanzamiento de disco,Torneo de Cuba,Mélina ROBERT-MICHON,7882
lanzamiento de disco,Torneo de Cuba,Dani STEVENS,7867
lanzamiento de disco,Torneo de Cuba,Andressa DE MORAIS,7857
lanzamiento de disco,Torneo de Cyprus,Dani STEVENS,7882
lanzamiento de disco,Torneo de Cyprus,Reggie JAGERS III,7867
lanzamiento de disco,Torneo de Cyprus,Alex ROSE,7819
lanzamiento de disco,Torneo de Czechia,Yaimé PÉREZ,7868
lanzamiento de disco,Torneo de Czechia,Yekaterina STROKOVA,7841
lanzamiento de disco,Torneo de Czechia,Kelsey CARD,7829
lanzamiento de disco,Torneo de Denmark,Sandra PERKOVIĆ,7877
lanzamiento de disco,Torneo de Denmark,Andressa DE MORAIS,7869
lanzamiento de disco,Torneo de Denmark,Yang CHEN,7863
lanzamiento de disco,Torneo de Djibouti,Bin FENG,7904
lanzamiento de disco,Torneo de Djibouti,Claudine VITA,7888
